SNID: 2021J
FILTERS: mncoGRIgrizyLYMJNHdef

CREATED_DATE: 2021-01-01T16:48:10.906Z
MODIFIED_DATE: 2021-07-05T06:35:27.939Z
STATUS: Following
OBS_GROUP: ALeRCE
NON_DETECT_BAND: ZTF-Cam - g-ZTF
BEST_SPEC_CLASS: SN Ia
PHOTO_CLASS: SN Ia
CONTEXT_CLASS: SN
BEST_SPECTRUM: None
HOST: Host: NGC4414; (12:26:27.10, +31:13:24.70)
ABS_MAG_PEAK_BAND: None
ANTARES_CLASSIFICATION: None
INTERNAL_SURVEY: UVEXT
RA: 186.61256830424603
DEC: 31.222362656530144
RA_ERR: None
DEC_ERR: None
DISC_DATE: 2021-01-01T11:44:04.001Z
REDSHIFT_SOURCE: None
NON_DETECT_DATE: 2020-12-23T12:57:06Z
NON_DETECT_LIMIT: 18.412
MW_EBV: 0.017
ABS_MAG_PEAK: None
ABS_MAG_PEAK_DATE: None
POSTAGE_STAMP_FILE: 11AYSEaig/59220/1122627011311320500_59220.632_111902016_7_target.jpeg
POSTAGE_STAMP_REF: 11AYSEaig/59220/1122627011311320500_59220.632_111902016_7_ref.jpeg
POSTAGE_STAMP_DIFF: 11AYSEaig/59220/1122627011311320500_59220.632_111902016_7_diff.jpeg
POSTAGE_STAMP_FILE_FITS: 11AYSEaig/59220/1122627011311320500_59220.632_111902016_7_target.fits
POSTAGE_STAMP_REF_FITS: 11AYSEaig/59220/1122627011311320500_59220.632_111902016_7_ref.fits
POSTAGE_STAMP_DIFF_FITS: 11AYSEaig/59220/1122627011311320500_59220.632_111902016_7_diff.fits
K2_VALIDATED: None
K2_MSG: None
TNS_SPEC_CLASS: SN Ia
POINT_SOURCE_PROBABILITY: None
SLUG: 2021J
REAL_BOGUS_SCORE: 0.99977
HAS_HST: True
HAS_SPITZER: None
HAS_CHANDRA: True
TAGS: [26, 29, 30, 32, 33, 62, 68]
zHEL: 0.002388
zHEL_ERR: 0
host_model: YSE_App.host
host_pk: 40869
host_fields: {'created_by': ['tns_bot'], 'created_date': '2021-01-07T01:33:18.433Z', 'modified_by': ['tns_bot'], 'modified_date': '2021-01-07T01:33:18.433Z', 'host_morphology': None, 'host_sed': None, 'band_sextract': None, 'best_spec': None, 'ra': 186.612916667, 'dec': 31.2235277778, 'name': 'NGC4414', 'redshift': 0.002388, 'redshift_err': None, 'r_a': None, 'r_b': None, 'theta': None, 'eff_offset': None, 'photo_z': None, 'photo_z_err': None, 'photo_z_internal': None, 'photo_z_err_internal': None, 'photo_z_PSCNN': None, 'photo_z_err_PSCNN': None, 'photo_z_source': None, 'transient_host_rank': None}
fit_t0: 59232.7294
fit_x0: 0.1625
fit_x1: -0.5358
fit_c: 0.1792
SEARCH_PEAKMJD: 59232.7294
SURVEY: UVEXT
MWEBV: 0.017
REDSHIFT_HELIO: 0.002388
zHELIO: 0.002388
#==============================
NOBS: 465
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 59215.489 ZTF-g VOID 14589.4860 1011.4060
OBS: 58539.332 ZTF-r VOID 159360.5250 5385.6150
OBS: 58539.332 ZTF-r VOID 91611.8870 12281.9510
OBS: 58823.521 ZTF-g VOID 74600.9520 6948.7310
OBS: 59215.489 ZTF-g VOID 14589.7300 1011.4230
OBS: 59217.443 ZTF-g VOID 36637.5090 1184.4510
OBS: 59219.443 ZTF-g VOID 115508.4290 2496.9790
OBS: 59219.475 ZTF-r VOID 153526.0310 2867.7220
OBS: 59221.453 ZTF-r VOID 312065.6090 5581.7760
OBS: 59221.471 ZTF-g VOID 268665.2060 7196.1710
OBS: 59223.405 ZTF-g VOID 450632.7050 7380.9590
OBS: 59223.472 ZTF-r VOID 511931.3560 10279.2480
OBS: 59225.468 ZTF-g VOID 660917.0290 13486.5850
OBS: 59225.510 ZTF-r VOID 724929.0210 9156.5640
OBS: 59227.382 ZTF-r VOID 838847.0570 19855.3240
OBS: 59227.467 ZTF-g VOID 835933.6030 17247.3050
OBS: 59229.510 ZTF-r VOID 941667.4370 9807.5240
OBS: 59248.440 ZTF-r VOID 575058.7540 15552.7270
OBS: 59248.481 ZTF-g VOID 402147.8560 8429.2520
OBS: 59250.360 ZTF-g VOID 320909.6310 6899.4730
OBS: 59250.381 ZTF-r VOID 562106.7520 11408.1960
OBS: 59252.330 ZTF-r VOID 537622.6090 14668.4200
OBS: 59252.491 ZTF-g VOID 267369.0010 6550.6150
OBS: 59254.427 ZTF-r VOID 476896.8500 1752.7060
OBS: 59254.458 ZTF-g VOID 226904.6280 4807.1170
OBS: 59258.353 ZTF-r VOID 435441.0490 8299.0940
OBS: 59258.382 ZTF-g VOID 157175.2100 3983.5540
OBS: 59262.364 ZTF-r VOID 324650.3410 7522.4020
OBS: 59264.351 ZTF-g VOID 113020.8500 2899.3830
OBS: 59266.364 ZTF-r VOID 253693.3490 4530.4230
OBS: 59268.372 ZTF-r VOID 227695.8510 1152.5310
OBS: 59268.488 ZTF-g VOID 94593.5140 2220.8120
OBS: 59270.342 ZTF-r VOID 214553.5580 3512.3890
OBS: 59270.403 ZTF-g VOID 95221.3220 878.2080
OBS: 59272.444 ZTF-r VOID 191817.4140 4747.8390
OBS: 59274.235 ZTF-g VOID 89526.2630 2268.2950
OBS: 59274.390 ZTF-r VOID 186053.9200 3190.3460
OBS: 59276.269 ZTF-g VOID 83075.8500 2137.1900
OBS: 59276.359 ZTF-r VOID 175983.9650 1154.7710
OBS: 59280.299 ZTF-r VOID 152077.1820 1127.2730
OBS: 59280.373 ZTF-g VOID 79657.0350 1942.9420
OBS: 59290.326 ZTF-g VOID 71856.2860 715.4630
OBS: 59290.353 ZTF-r VOID 109667.9890 3222.1470
OBS: 59292.300 ZTF-g VOID 74487.1530 760.5510
OBS: 59292.352 ZTF-r VOID 102365.6720 970.7210
OBS: 59295.280 ZTF-g VOID 69227.2530 1925.7080
OBS: 59297.305 ZTF-g VOID 64026.3460 1730.8650
OBS: 59301.266 ZTF-g VOID 66534.8470 1833.7120
OBS: 59303.350 ZTF-r VOID 76034.8560 2971.6040
OBS: 59303.361 ZTF-g VOID 60725.9620 1760.5680
OBS: 59305.280 ZTF-g VOID 65540.3090 2218.2260
OBS: 59309.257 ZTF-r VOID 69950.2260 1094.8870
OBS: 59309.300 ZTF-g VOID 57745.2910 1606.4270
OBS: 59311.247 ZTF-g VOID 56545.4330 1696.3150
OBS: 59313.226 ZTF-r VOID 71277.4570 1085.4910
OBS: 59313.264 ZTF-g VOID 53580.9950 1709.1290
OBS: 59315.215 ZTF-g VOID 56889.9300 744.4270
