# CREATED_DATE: 2022-03-23T01:50:23.788Z
# MODIFIED_DATE: 2023-07-05T09:17:28.008Z
# STATUS: Following
# OBS_GROUP: Unknown
# NON_DETECT_BAND: ZTF-Cam - r-ZTF
# BEST_SPEC_CLASS: SN Iax[02cx-like]
# PHOTO_CLASS: None
# CONTEXT_CLASS: None
# BEST_SPECTRUM: None
# HOST: None
# ABS_MAG_PEAK_BAND: None
# ANTARES_CLASSIFICATION: None
# INTERNAL_SURVEY: None
# NAME: 2022eyw
# RA: 190.99987499999997
# DEC: 62.33008055555556
# RA_ERR: None
# DEC_ERR: None
# DISC_DATE: 2022-03-22T11:04:36.192Z
# REDSHIFT: 0.009
# REDSHIFT_ERR: None
# REDSHIFT_SOURCE: None
# NON_DETECT_DATE: 2022-03-03T07:50:53Z
# NON_DETECT_LIMIT: 20.49
# MW_EBV: 0.011
# ABS_MAG_PEAK: None
# ABS_MAG_PEAK_DATE: None
# POSTAGE_STAMP_FILE: None
# POSTAGE_STAMP_REF: None
# POSTAGE_STAMP_DIFF: None
# POSTAGE_STAMP_FILE_FITS: None
# POSTAGE_STAMP_REF_FITS: None
# POSTAGE_STAMP_DIFF_FITS: None
# K2_VALIDATED: None
# K2_MSG: None
# TNS_SPEC_CLASS: SN Iax[02cx-like]
# POINT_SOURCE_PROBABILITY: None
# ALT_STATUS: None
# SLUG: 2022eyw
# REAL_BOGUS_SCORE: None
# HAS_HST: False
# HAS_SPITZER: None
# HAS_CHANDRA: False
# TAGS: [10, 16, 45, 90]

VARLIST:  MJD        FLT  FLUXCAL   FLUXCALERR    MAG     MAGERR     MAGSYS   TELESCOPE    INSTRUMENT   DQ
OBS:      59636.471  ZTF-r  303.762  188.999  21.294  0.676  None  P48  ZTF-Cam  None
OBS:      59636.511  ZTF-g  -161.228  177.372  nan  -1.194  None  P48  ZTF-Cam  None
OBS:      59639.262  ZTF-r  384.201  202.402  21.039  0.572  None  P48  ZTF-Cam  None
OBS:      59641.327  ZTF-r  -237.016  162.215  nan  -0.743  None  P48  ZTF-Cam  None
OBS:      59671.364  ZTF-r  63705.590  247.209  15.490  0.004  None  P48  ZTF-Cam  None
OBS:      59671.433  ZTF-g  62883.405  223.174  15.504  0.004  None  P48  ZTF-Cam  None
OBS:      59674.409  ZTF-g  63165.715  242.328  15.499  0.004  None  P48  ZTF-Cam  None
OBS:      59674.451  ZTF-r  73680.137  275.368  15.332  0.004  None  P48  ZTF-Cam  None
OBS:      59676.394  ZTF-g  60239.477  302.155  15.550  0.005  None  P48  ZTF-Cam  None
OBS:      59676.456  ZTF-r  76219.462  331.873  15.295  0.005  None  P48  ZTF-Cam  None
OBS:      59678.348  ZTF-g  53394.658  241.159  15.681  0.005  None  P48  ZTF-Cam  None
OBS:      59678.386  ZTF-r  76710.047  265.291  15.288  0.004  None  P48  ZTF-Cam  None
OBS:      59682.219  ZTF-g  33622.124  340.642  16.183  0.011  None  P48  ZTF-Cam  None
OBS:      59682.299  ZTF-r  71708.022  336.620  15.361  0.005  None  P48  ZTF-Cam  None
OBS:      59684.308  ZTF-g  26242.228  395.628  16.452  0.016  None  P48  ZTF-Cam  None
OBS:      59684.347  ZTF-r  66369.477  384.562  15.445  0.006  None  P48  ZTF-Cam  None
OBS:      59687.379  ZTF-r  57925.031  362.608  15.593  0.007  None  P48  ZTF-Cam  None
OBS:      59689.307  ZTF-g  14019.012  291.213  17.133  0.023  None  P48  ZTF-Cam  None
OBS:      59689.395  ZTF-r  51124.087  369.905  15.728  0.008  None  P48  ZTF-Cam  None
OBS:      59693.264  ZTF-r  39289.464  233.243  16.014  0.006  None  P48  ZTF-Cam  None
OBS:      59693.472  ZTF-g  10677.649  296.106  17.429  0.030  None  P48  ZTF-Cam  None
OBS:      59695.340  ZTF-g  7725.103  692.736  17.780  0.097  None  P48  ZTF-Cam  None
OBS:      59695.414  ZTF-r  39303.822  596.579  16.014  0.016  None  P48  ZTF-Cam  None
OBS:      59697.278  ZTF-g  8886.508  150.591  17.628  0.018  None  P48  ZTF-Cam  None
OBS:      59697.364  ZTF-r  32334.987  3817.493  16.226  0.128  None  P48  ZTF-Cam  None
OBS:      59700.240  ZTF-g  7629.619  145.144  17.794  0.021  None  P48  ZTF-Cam  None
OBS:      59700.288  ZTF-r  28189.242  203.347  16.375  0.008  None  P48  ZTF-Cam  None
OBS:      59702.281  ZTF-g  7385.206  158.234  17.829  0.023  None  P48  ZTF-Cam  None
OBS:      59702.352  ZTF-r  26202.558  232.071  16.454  0.010  None  P48  ZTF-Cam  None
OBS:      59707.222  ZTF-r  21095.889  214.531  16.690  0.011  None  P48  ZTF-Cam  None
OBS:      59707.284  ZTF-r  21794.767  248.819  16.654  0.012  None  P48  ZTF-Cam  None
OBS:      59709.280  ZTF-r  20349.148  323.615  16.729  0.017  None  P48  ZTF-Cam  None
OBS:      59709.326  ZTF-r  18726.243  517.085  16.819  0.030  None  P48  ZTF-Cam  None
OBS:      59711.245  ZTF-g  5781.244  271.082  18.095  0.051  None  P48  ZTF-Cam  None
OBS:      59711.304  ZTF-r  19557.511  313.493  16.772  0.017  None  P48  ZTF-Cam  None
OBS:      59713.265  ZTF-r  18165.235  326.125  16.852  0.019  None  P48  ZTF-Cam  None
OBS:      59713.333  ZTF-g  5391.786  363.951  18.171  0.073  None  P48  ZTF-Cam  None
OBS:      59715.267  ZTF-g  5405.875  423.797  18.168  0.085  None  P48  ZTF-Cam  None
OBS:      59719.246  ZTF-r  15572.095  160.574  17.019  0.011  None  P48  ZTF-Cam  None
OBS:      59719.351  ZTF-r  15563.006  268.899  17.020  0.019  None  P48  ZTF-Cam  None
OBS:      59722.304  ZTF-g  5020.514  162.934  18.248  0.035  None  P48  ZTF-Cam  None
OBS:      59722.431  ZTF-g  4750.666  283.637  18.308  0.065  None  P48  ZTF-Cam  None
