SNID: 2015F
SURVEY: UVEXT
SNTYPE: 1
IAUC: 2015F
FILTERS: ugriBomn
RA:   114.065670 deg
DECL:   -69.506390 deg 
RA_HOST:   114.099330
DEC_HOST:   -69.530830
REDSHIFT_HELIO: 0.00489 +- 1.8e-05 
REDSHIFT_CMB: 0.005286 +- 1.8e-05 
VPEC: 80.5777 +- 250.0

MWEBV: 0.174900  MW E(B-V)
SEARCH_PEAKMJD: 57105.1
 
# ====================================== 
# TERSE LIGHT CURVE OUTPUT 
# 
NOBS:  294
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR 
SPEC: 2422.641 2424.185 1.358114E-16 9.139903E-18 1
SPEC: 2424.185 2425.729 1.236487E-16 8.747528E-18 1
SPEC: 2425.729 2427.273 9.909919E-17 8.354440E-18 1
SPEC: 2427.273 2428.818 1.227738E-16 8.921704E-18 1
SPEC: 2428.818 2430.362 1.314261E-16 8.884284E-18 1
SPEC: 2430.362 2431.906 1.244261E-16 8.754594E-18 1
SPEC: 2431.906 2433.450 1.326026E-16 8.932280E-18 1
SPEC: 2433.450 2434.995 1.261495E-16 8.723431E-18 1
SPEC: 2434.995 2436.539 1.132250E-16 8.491712E-18 1
SPEC: 2436.539 2438.083 9.788958E-17 8.120744E-18 1
SPEC: 2438.083 2439.627 8.954286E-17 8.001765E-18 1
SPEC: 2439.627 2441.171 1.096623E-16 8.531129E-18 1
SPEC: 2441.171 2442.716 1.226813E-16 8.735880E-18 1
SPEC: 2442.716 2444.260 1.080514E-16 8.365977E-18 1
SPEC: 2444.260 2445.804 9.416313E-17 8.051914E-18 1
SPEC: 2445.804 2447.348 8.940998E-17 7.920780E-18 1
SPEC: 2447.348 2448.893 1.005842E-16 8.166854E-18 1
SPEC: 2448.893 2450.437 1.017197E-16 8.232435E-18 1
SPEC: 2450.437 2451.981 9.367107E-17 8.076931E-18 1
SPEC: 2451.981 2453.525 1.056592E-16 8.347490E-18 1
SPEC: 2453.525 2455.070 1.038065E-16 8.272436E-18 1
SPEC: 2455.070 2456.614 9.329216E-17 8.076924E-18 1
SPEC: 2456.614 2458.158 9.263638E-17 8.123657E-18 1
SPEC: 2458.158 2459.702 1.075819E-16 8.344889E-18 1
SPEC: 2459.702 2461.247 1.261794E-16 8.710879E-18 1
SPEC: 2461.247 2462.791 1.124660E-16 8.440521E-18 1
SPEC: 2462.791 2464.335 1.014016E-16 8.256708E-18 1
SPEC: 2464.335 2465.879 1.082862E-16 8.404668E-18 1
SPEC: 2465.879 2467.424 1.211936E-16 8.663954E-18 1
SPEC: 2467.424 2468.968 1.159986E-16 8.553760E-18 1
SPEC: 2468.968 2470.512 1.066401E-16 8.307908E-18 1
SPEC: 2470.512 2472.056 1.028352E-16 8.298661E-18 1
SPEC: 2472.056 2473.601 9.459396E-17 8.108419E-18 1
SPEC: 2473.601 2475.145 9.236852E-17 7.969987E-18 1
SPEC: 2475.145 2476.689 9.772357E-17 8.181047E-18 1
SPEC: 2476.689 2478.233 9.437220E-17 8.182417E-18 1
SPEC: 2478.233 2479.777 7.682558E-17 7.720086E-18 1
SPEC: 2479.777 2481.322 9.012369E-17 8.097318E-18 1
SPEC: 2481.322 2482.866 1.006116E-16 8.308181E-18 1
SPEC: 2482.866 2484.410 9.249168E-17 8.137389E-18 1
SPEC: 2484.410 2485.954 7.850843E-17 7.784278E-18 1
SPEC: 2485.954 2487.499 8.032023E-17 7.935601E-18 1
SPEC: 2487.499 2489.043 8.218360E-17 7.935927E-18 1
SPEC: 2489.043 2490.587 8.543874E-17 8.045921E-18 1
SPEC: 2490.587 2492.131 8.522888E-17 8.028611E-18 1
SPEC: 2492.131 2493.676 8.428769E-17 7.998313E-18 1
SPEC: 2493.676 2495.220 7.796449E-17 7.926330E-18 1
SPEC: 2495.220 2496.764 8.586354E-17 8.081527E-18 1
SPEC: 2496.764 2498.308 9.568869E-17 8.328128E-18 1
SPEC: 2498.308 2499.853 1.047988E-16 8.653472E-18 1
SPEC: 2499.853 2501.397 9.337857E-17 8.344978E-18 1
SPEC: 2501.397 2502.941 7.320260E-17 7.886553E-18 1
SPEC: 2502.941 2504.485 7.516941E-17 7.950803E-18 1
SPEC: 2504.485 2506.030 7.547097E-17 7.934643E-18 1
SPEC: 2506.030 2507.574 7.681263E-17 8.046088E-18 1
SPEC: 2507.574 2509.118 8.600526E-17 8.231061E-18 1
SPEC: 2509.118 2510.662 8.892024E-17 8.395822E-18 1
SPEC: 2510.662 2512.207 8.068661E-17 8.287801E-18 1
SPEC: 2512.207 2513.751 7.308015E-17 8.044396E-18 1
SPEC: 2513.751 2515.295 6.142998E-17 7.814845E-18 1
SPEC: 2515.295 2516.839 6.726154E-17 7.864647E-18 1
SPEC: 2516.839 2518.384 8.087982E-17 8.453351E-18 1
SPEC: 2518.384 2519.928 5.650230E-17 7.561205E-18 1
SPEC: 2519.928 2521.472 6.094509E-17 7.868718E-18 1
SPEC: 2521.472 2523.016 6.738479E-17 8.092885E-18 1
SPEC: 2523.016 2524.560 7.779517E-17 8.321451E-18 1
SPEC: 2524.560 2526.105 7.175208E-17 8.162422E-18 1
SPEC: 2526.105 2527.649 6.972969E-17 8.264192E-18 1
SPEC: 2527.649 2529.193 6.060709E-17 7.915002E-18 1
SPEC: 2529.193 2530.737 8.105180E-17 8.446355E-18 1
SPEC: 2530.737 2532.282 1.059147E-16 9.167587E-18 1
SPEC: 2532.282 2533.826 9.842945E-17 9.046974E-18 1
SPEC: 2533.826 2535.370 8.089625E-17 8.537310E-18 1
SPEC: 2535.370 2536.914 9.232174E-17 8.796081E-18 1
SPEC: 2536.914 2538.459 1.013020E-16 9.234634E-18 1
SPEC: 2538.459 2540.003 9.101536E-17 8.926216E-18 1
SPEC: 2540.003 2541.547 8.889745E-17 8.895076E-18 1
SPEC: 2541.547 2543.091 9.761658E-17 9.142746E-18 1
SPEC: 2543.091 2544.636 1.269871E-16 9.845794E-18 1
SPEC: 2544.636 2546.180 1.331252E-16 1.003938E-17 1
SPEC: 2546.180 2547.724 1.504027E-16 1.061408E-17 1
SPEC: 2547.724 2549.268 1.342160E-16 1.005808E-17 1
SPEC: 2549.268 2550.813 1.440998E-16 1.043619E-17 1
SPEC: 2550.813 2552.357 1.643953E-16 1.080504E-17 1
SPEC: 2552.357 2553.901 1.754549E-16 1.109336E-17 1
SPEC: 2553.901 2555.445 2.042206E-16 1.190571E-17 1
SPEC: 2555.445 2556.990 2.167497E-16 1.207529E-17 1
SPEC: 2556.990 2558.534 1.922066E-16 1.166718E-17 1
SPEC: 2558.534 2560.078 1.717582E-16 1.126769E-17 1
SPEC: 2560.078 2561.622 1.629487E-16 1.100152E-17 1
SPEC: 2561.622 2563.167 1.759629E-16 1.160460E-17 1
SPEC: 2563.167 2564.711 1.891434E-16 1.191383E-17 1
SPEC: 2564.711 2566.255 1.853991E-16 1.183515E-17 1
SPEC: 2566.255 2567.799 1.767500E-16 1.192485E-17 1
SPEC: 2567.799 2569.343 1.431684E-16 1.089895E-17 1
SPEC: 2569.343 2570.888 1.561890E-16 1.136370E-17 1
SPEC: 2570.888 2572.432 1.625215E-16 1.153497E-17 1
SPEC: 2572.432 2573.976 1.693470E-16 1.172963E-17 1
SPEC: 2573.976 2575.520 1.730842E-16 1.203586E-17 1
SPEC: 2575.520 2577.065 1.595226E-16 1.169690E-17 1
SPEC: 2577.065 2578.609 1.572067E-16 1.167435E-17 1
SPEC: 2578.609 2580.153 1.854887E-16 1.251800E-17 1
SPEC: 2580.153 2581.697 1.677449E-16 1.185487E-17 1
SPEC: 2581.697 2583.242 1.749344E-16 1.239534E-17 1
SPEC: 2583.242 2584.786 1.942275E-16 1.275643E-17 1
SPEC: 2584.786 2586.330 1.987606E-16 1.328819E-17 1
SPEC: 2586.330 2587.874 1.681607E-16 1.227718E-17 1
SPEC: 2587.874 2589.419 1.621415E-16 1.255570E-17 1
SPEC: 2589.419 2590.963 1.360031E-16 1.160341E-17 1
SPEC: 2590.963 2592.507 1.519181E-16 1.221676E-17 1
SPEC: 2592.507 2594.051 1.618266E-16 1.253389E-17 1
SPEC: 2594.051 2595.596 1.694515E-16 1.286161E-17 1
SPEC: 2595.596 2597.140 1.682270E-16 1.291691E-17 1
SPEC: 2597.140 2598.684 1.522086E-16 1.253829E-17 1
SPEC: 2598.684 2600.228 1.383282E-16 1.229240E-17 1
SPEC: 2600.228 2601.773 1.318715E-16 1.238608E-17 1
SPEC: 2601.773 2603.317 1.243672E-16 1.186072E-17 1
SPEC: 2603.317 2604.861 1.547144E-16 1.309584E-17 1
SPEC: 2604.861 2606.405 1.635305E-16 1.317457E-17 1
SPEC: 2606.405 2607.950 1.820313E-16 1.381344E-17 1
SPEC: 2607.950 2609.494 1.803409E-16 1.420656E-17 1
SPEC: 2609.494 2611.038 1.561679E-16 1.343088E-17 1
SPEC: 2611.038 2612.582 1.569921E-16 1.345372E-17 1
SPEC: 2612.582 2614.126 1.534051E-16 1.336196E-17 1
SPEC: 2614.126 2615.671 1.295596E-16 1.280383E-17 1
SPEC: 2615.671 2617.215 1.115131E-16 1.250506E-17 1
SPEC: 2617.215 2618.759 1.029121E-16 1.198206E-17 1
SPEC: 2618.759 2620.303 1.213465E-16 1.309137E-17 1
SPEC: 2620.303 2621.848 1.485793E-16 1.369079E-17 1
SPEC: 2621.848 2623.392 1.539538E-16 1.408107E-17 1
SPEC: 2623.392 2624.936 1.581244E-16 1.433515E-17 1
SPEC: 2624.936 2626.480 1.535332E-16 1.440352E-17 1
SPEC: 2626.480 2628.025 1.240422E-16 1.307841E-17 1
SPEC: 2628.025 2629.569 1.283144E-16 1.380717E-17 1
SPEC: 2629.569 2631.113 1.420764E-16 1.412676E-17 1
SPEC: 2631.113 2632.657 1.443073E-16 1.448196E-17 1
SPEC: 2632.657 2634.202 1.502823E-16 1.460355E-17 1
SPEC: 2634.202 2635.746 1.385503E-16 1.443881E-17 1
SPEC: 2635.746 2637.290 1.335611E-16 1.427699E-17 1
SPEC: 2637.290 2638.834 1.406618E-16 1.461161E-17 1
SPEC: 2638.834 2640.379 1.394482E-16 1.490577E-17 1
SPEC: 2640.379 2641.923 1.319414E-16 1.447473E-17 1
SPEC: 2641.923 2643.467 1.446149E-16 1.506614E-17 1
SPEC: 2643.467 2645.011 1.224767E-16 1.441908E-17 1
SPEC: 2645.011 2646.556 1.073619E-16 1.397060E-17 1
SPEC: 2646.556 2648.100 1.044332E-16 1.411124E-17 1
SPEC: 2648.100 2649.644 1.279321E-16 1.493503E-17 1
SPEC: 2649.644 2651.188 1.364369E-16 1.558742E-17 1
SPEC: 2651.188 2652.733 9.703018E-17 1.385216E-17 1
SPEC: 2652.733 2654.277 9.308123E-17 1.426355E-17 1
SPEC: 2654.277 2655.821 8.876737E-17 1.386047E-17 1
SPEC: 2655.821 2657.365 9.848873E-17 1.447785E-17 1
SPEC: 2657.365 2658.909 1.162281E-16 1.520681E-17 1
SPEC: 2658.909 2660.454 1.189940E-16 1.547695E-17 1
SPEC: 2660.454 2661.998 9.822286E-17 1.477918E-17 1
SPEC: 2661.998 2663.542 8.621668E-17 1.459100E-17 1
SPEC: 2663.542 2665.086 7.535942E-17 1.404261E-17 1
SPEC: 2665.086 2666.631 7.911990E-17 1.444409E-17 1
SPEC: 2666.631 2668.175 7.615204E-17 1.423731E-17 1
SPEC: 2668.175 2669.719 9.258350E-17 1.530629E-17 1
SPEC: 2669.719 2671.263 7.740564E-17 1.430382E-17 1
SPEC: 2671.263 2672.808 8.952549E-17 1.521463E-17 1
SPEC: 2672.808 2674.352 5.881646E-17 1.359117E-17 1
SPEC: 2674.352 2675.896 6.075239E-17 1.372658E-17 1
SPEC: 2675.896 2677.440 9.263504E-17 1.491847E-17 1
SPEC: 2677.440 2678.985 9.048040E-17 1.470637E-17 1
SPEC: 2678.985 2680.529 7.003334E-17 1.354592E-17 1
SPEC: 2680.529 2682.073 8.597924E-17 1.450560E-17 1
SPEC: 2682.073 2683.617 7.298035E-17 1.340083E-17 1
SPEC: 2683.617 2685.162 6.852031E-17 1.341555E-17 1
SPEC: 2685.162 2686.706 7.666420E-17 1.367992E-17 1
SPEC: 2686.706 2688.250 7.882790E-17 1.362383E-17 1
SPEC: 2688.250 2689.794 8.948034E-17 1.395527E-17 1
SPEC: 2689.794 2691.339 8.514313E-17 1.344418E-17 1
SPEC: 2691.339 2692.883 1.301711E-16 1.561787E-17 1
SPEC: 2692.883 2694.427 1.369060E-16 1.518450E-17 1
SPEC: 2694.427 2695.971 1.166628E-16 1.423065E-17 1
SPEC: 2695.971 2697.515 1.091613E-16 1.407453E-17 1
SPEC: 2697.515 2699.060 1.303023E-16 1.470608E-17 1
SPEC: 2699.060 2700.604 1.283442E-16 1.463010E-17 1
SPEC: 2700.604 2702.148 1.667978E-16 1.573799E-17 1
SPEC: 2702.148 2703.692 1.772116E-16 1.564918E-17 1
SPEC: 2703.692 2705.237 1.847333E-16 1.585865E-17 1
SPEC: 2705.237 2706.781 1.971571E-16 1.612455E-17 1
SPEC: 2706.781 2708.325 2.113691E-16 1.633291E-17 1
SPEC: 2708.325 2709.869 2.366208E-16 1.707812E-17 1
SPEC: 2709.869 2711.414 2.665364E-16 1.751909E-17 1
SPEC: 2711.414 2712.958 3.025671E-16 1.806626E-17 1
SPEC: 2712.958 2714.502 2.919234E-16 1.768413E-17 1
SPEC: 2714.502 2716.046 2.970532E-16 1.772127E-17 1
SPEC: 2716.046 2717.591 3.001250E-16 1.772333E-17 1
SPEC: 2717.591 2719.135 3.255021E-16 1.810990E-17 1
SPEC: 2719.135 2720.679 3.505553E-16 1.851579E-17 1
SPEC: 2720.679 2722.223 3.562503E-16 1.843294E-17 1
SPEC: 2722.223 2723.768 3.652675E-16 1.846887E-17 1
SPEC: 2723.768 2725.312 3.894752E-16 1.918337E-17 1
SPEC: 2725.312 2726.856 4.176178E-16 1.912811E-17 1
SPEC: 2726.856 2728.400 3.709413E-16 1.808969E-17 1
SPEC: 2728.400 2729.945 3.650885E-16 1.803353E-17 1
SPEC: 2729.945 2731.489 3.839820E-16 1.823930E-17 1
SPEC: 2731.489 2733.033 4.051328E-16 1.852060E-17 1
SPEC: 2733.033 2734.577 3.989379E-16 1.808868E-17 1
SPEC: 2734.577 2736.122 3.642827E-16 1.735711E-17 1
SPEC: 2736.122 2737.666 3.640423E-16 1.744851E-17 1
SPEC: 2737.666 2739.210 3.445540E-16 1.679799E-17 1
SPEC: 2739.210 2740.754 3.642842E-16 1.754725E-17 1
SPEC: 2740.754 2742.298 3.929184E-16 1.744782E-17 1
SPEC: 2742.298 2743.843 3.533470E-16 1.654040E-17 1
SPEC: 2743.843 2745.387 3.222637E-16 1.610846E-17 1
SPEC: 2745.387 2746.931 3.452985E-16 1.638240E-17 1
SPEC: 2746.931 2748.475 3.513495E-16 1.629565E-17 1
SPEC: 2748.475 2750.020 3.377691E-16 1.606099E-17 1
SPEC: 2750.020 2751.564 3.377324E-16 1.591713E-17 1
SPEC: 2751.564 2753.108 3.520851E-16 1.624227E-17 1
SPEC: 2753.108 2754.652 3.867192E-16 1.661491E-17 1
SPEC: 2754.652 2756.197 3.890334E-16 1.633059E-17 1
SPEC: 2756.197 2757.741 3.753186E-16 1.619780E-17 1
SPEC: 2757.741 2759.285 3.557857E-16 1.545412E-17 1
SPEC: 2759.285 2760.829 3.359166E-16 1.527994E-17 1
SPEC: 2760.829 2762.374 3.351475E-16 1.518998E-17 1
SPEC: 2762.374 2763.918 3.157355E-16 1.451304E-17 1
SPEC: 2763.918 2765.462 2.999814E-16 1.446827E-17 1
SPEC: 2765.462 2767.006 3.123668E-16 1.442591E-17 1
SPEC: 2767.006 2768.551 3.113600E-16 1.436126E-17 1
SPEC: 2768.551 2770.095 3.311738E-16 1.469789E-17 1
SPEC: 2770.095 2771.639 3.581863E-16 1.490908E-17 1
SPEC: 2771.639 2773.183 3.516384E-16 1.473176E-17 1
SPEC: 2773.183 2774.728 3.090566E-16 1.375766E-17 1
SPEC: 2774.728 2776.272 3.031394E-16 1.386709E-17 1
SPEC: 2776.272 2777.816 3.328169E-16 1.435136E-17 1
SPEC: 2777.816 2779.360 3.479552E-16 1.449533E-17 1
SPEC: 2779.360 2780.905 3.560884E-16 1.448470E-17 1
SPEC: 2780.905 2782.449 3.554874E-16 1.432143E-17 1
SPEC: 2782.449 2783.993 3.282227E-16 1.373849E-17 1
SPEC: 2783.993 2785.537 3.352746E-16 1.401961E-17 1
SPEC: 2785.537 2787.081 3.345295E-16 1.376308E-17 1
SPEC: 2787.081 2788.626 3.380595E-16 1.404690E-17 1
SPEC: 2788.626 2790.170 3.418607E-16 1.372595E-17 1
SPEC: 2790.170 2791.714 3.403228E-16 1.380540E-17 1
SPEC: 2791.714 2793.258 3.569322E-16 1.417559E-17 1
SPEC: 2793.258 2794.803 3.670646E-16 1.405267E-17 1
SPEC: 2794.803 2796.347 3.540139E-16 1.376125E-17 1
SPEC: 2796.347 2797.891 2.978268E-16 1.268341E-17 1
SPEC: 2797.891 2799.435 2.595140E-16 1.210297E-17 1
SPEC: 2799.435 2800.980 2.745662E-16 1.246577E-17 1
SPEC: 2800.980 2802.524 2.879992E-16 1.254150E-17 1
SPEC: 2802.524 2804.068 2.674001E-16 1.206554E-17 1
SPEC: 2804.068 2805.612 2.570995E-16 1.195536E-17 1
SPEC: 2805.612 2807.157 2.614215E-16 1.211830E-17 1
SPEC: 2807.157 2808.701 2.509187E-16 1.177990E-17 1
SPEC: 2808.701 2810.245 2.281962E-16 1.119984E-17 1
SPEC: 2810.245 2811.789 2.152162E-16 1.104531E-17 1
SPEC: 2811.789 2813.334 2.417953E-16 1.160510E-17 1
SPEC: 2813.334 2814.878 2.838502E-16 1.227676E-17 1
SPEC: 2814.878 2816.422 2.901001E-16 1.215611E-17 1
SPEC: 2816.422 2817.966 2.679902E-16 1.164821E-17 1
SPEC: 2817.966 2819.511 2.517691E-16 1.155539E-17 1
SPEC: 2819.511 2821.055 2.795540E-16 1.201292E-17 1
SPEC: 2821.055 2822.599 3.300369E-16 1.262952E-17 1
SPEC: 2822.599 2824.143 3.477186E-16 1.283262E-17 1
SPEC: 2824.143 2825.688 3.562623E-16 1.293664E-17 1
SPEC: 2825.688 2827.232 3.670519E-16 1.306393E-17 1
SPEC: 2827.232 2828.776 3.739139E-16 1.309608E-17 1
SPEC: 2828.776 2830.320 3.845567E-16 1.330527E-17 1
SPEC: 2830.320 2831.864 3.643879E-16 1.288897E-17 1
SPEC: 2831.864 2833.409 3.368686E-16 1.246863E-17 1
SPEC: 2833.409 2834.953 3.436306E-16 1.262237E-17 1
SPEC: 2834.953 2836.497 3.792266E-16 1.317720E-17 1
SPEC: 2836.497 2838.041 3.690527E-16 1.278770E-17 1
SPEC: 2838.041 2839.586 3.424087E-16 1.262085E-17 1
SPEC: 2839.586 2841.130 3.446464E-16 1.262594E-17 1
SPEC: 2841.130 2842.674 3.510517E-16 1.262508E-17 1
SPEC: 2842.674 2844.218 3.282474E-16 1.230654E-17 1
SPEC: 2844.218 2845.763 2.916557E-16 1.170879E-17 1
SPEC: 2845.763 2847.307 2.940855E-16 1.191550E-17 1
SPEC: 2847.307 2848.851 3.511023E-16 1.278127E-17 1
SPEC: 2848.851 2850.395 3.974595E-16 1.340549E-17 1
SPEC: 2850.395 2851.940 3.634297E-16 1.283742E-17 1
SPEC: 2851.940 2853.484 3.239176E-16 1.224050E-17 1
SPEC: 2853.484 2855.028 3.325111E-16 1.246823E-17 1
SPEC: 2855.028 2856.572 3.497198E-16 1.269648E-17 1
SPEC: 2856.572 2858.117 3.554680E-16 1.273672E-17 1
SPEC: 2858.117 2859.661 3.521617E-16 1.273440E-17 1
SPEC: 2859.661 2861.205 3.793349E-16 1.328707E-17 1
SPEC: 2861.205 2862.749 4.085449E-16 1.378200E-17 1
SPEC: 2862.749 2864.294 4.017155E-16 1.360720E-17 1
SPEC: 2864.294 2865.838 3.798651E-16 1.325635E-17 1
SPEC: 2865.838 2867.382 3.587996E-16 1.293884E-17 1
SPEC: 2867.382 2868.926 3.733471E-16 1.323519E-17 1
SPEC: 2868.926 2870.471 3.944375E-16 1.353592E-17 1
SPEC: 2870.471 2872.015 3.793229E-16 1.335611E-17 1
SPEC: 2872.015 2873.559 3.607416E-16 1.324690E-17 1
SPEC: 2873.559 2875.103 3.830115E-16 1.358239E-17 1
SPEC: 2875.103 2876.647 3.971238E-16 1.379272E-17 1
SPEC: 2876.647 2878.192 3.725883E-16 1.338156E-17 1
SPEC: 2878.192 2879.736 3.804865E-16 1.364844E-17 1
SPEC: 2879.736 2881.280 4.019576E-16 1.399255E-17 1
SPEC: 2881.280 2882.824 4.091387E-16 1.412140E-17 1
SPEC: 2882.824 2884.369 4.307423E-16 1.445935E-17 1
SPEC: 2884.369 2885.913 4.468155E-16 1.483749E-17 1
SPEC: 2885.913 2887.457 4.065321E-16 1.428279E-17 1
SPEC: 2887.457 2889.001 3.745400E-16 1.387263E-17 1
SPEC: 2889.001 2890.546 4.055454E-16 1.441109E-17 1
SPEC: 2890.546 2892.090 4.346246E-16 1.503322E-17 1
SPEC: 2892.090 2893.634 4.269655E-16 1.501335E-17 1
SPEC: 2893.634 2895.178 4.392089E-16 1.514611E-17 1
SPEC: 2895.178 2896.723 4.485799E-16 1.536197E-17 1
SPEC: 2896.723 2898.267 4.565785E-16 1.551495E-17 1
SPEC: 2898.267 2899.811 4.956008E-16 1.632764E-17 1
SPEC: 2899.811 2901.355 5.276185E-16 1.656146E-17 1
SPEC: 2901.355 2902.900 5.393309E-16 1.705653E-17 1
SPEC: 2902.900 2904.444 5.208523E-16 1.695187E-17 1
SPEC: 2904.444 2905.988 5.254137E-16 1.700860E-17 1
SPEC: 2905.988 2907.532 5.382164E-16 1.734203E-17 1
SPEC: 2907.532 2909.077 5.984089E-16 1.809117E-17 1
SPEC: 2909.077 2910.621 6.602171E-16 1.916027E-17 1
SPEC: 2910.621 2912.165 6.590639E-16 1.919100E-17 1
SPEC: 2912.165 2913.709 6.341636E-16 1.918546E-17 1
SPEC: 2913.709 2915.253 6.076640E-16 1.881356E-17 1
SPEC: 2915.253 2916.798 6.407755E-16 1.940235E-17 1
SPEC: 2916.798 2918.342 6.430581E-16 1.980222E-17 1
SPEC: 2918.342 2919.886 6.294543E-16 1.953679E-17 1
SPEC: 2919.886 2921.430 6.607914E-16 2.049291E-17 1
SPEC: 2921.430 2922.975 6.139744E-16 1.974447E-17 1
SPEC: 2922.975 2924.519 6.414954E-16 2.040479E-17 1
SPEC: 2924.519 2926.063 6.752243E-16 2.118114E-17 1
SPEC: 2926.063 2927.607 6.645669E-16 2.090119E-17 1
SPEC: 2927.607 2929.152 6.855908E-16 2.170787E-17 1
SPEC: 2929.152 2930.696 6.818207E-16 2.155872E-17 1
SPEC: 2930.696 2932.240 6.827010E-16 2.198811E-17 1
SPEC: 2932.240 2933.784 6.976804E-16 2.222898E-17 1
SPEC: 2933.784 2935.329 7.043982E-16 2.258002E-17 1
SPEC: 2935.329 2936.873 7.251356E-16 2.313739E-17 1
SPEC: 2936.873 2938.417 7.288165E-16 2.339672E-17 1
SPEC: 2938.417 2939.961 6.873659E-16 2.327578E-17 1
SPEC: 2939.961 2941.506 6.689550E-16 2.273768E-17 1
SPEC: 2941.506 2943.050 7.182270E-16 2.404180E-17 1
SPEC: 2943.050 2944.594 6.891254E-16 2.356141E-17 1
SPEC: 2944.594 2946.138 7.170973E-16 2.439604E-17 1
SPEC: 2946.138 2947.683 7.063929E-16 2.445008E-17 1
SPEC: 2947.683 2949.227 7.105012E-16 2.483899E-17 1
SPEC: 2949.227 2950.771 7.063081E-16 2.503555E-17 1
SPEC: 2950.771 2952.315 6.914128E-16 2.521406E-17 1
SPEC: 2952.315 2953.860 6.859819E-16 2.533109E-17 1
SPEC: 2953.860 2955.404 6.565028E-16 2.488490E-17 1
SPEC: 2955.404 2956.948 6.876562E-16 2.583445E-17 1
SPEC: 2956.948 2958.492 7.634895E-16 2.716862E-17 1
SPEC: 2958.492 2960.036 7.284202E-16 2.705051E-17 1
SPEC: 2960.036 2961.581 7.384939E-16 2.779615E-17 1
SPEC: 2961.581 2963.125 7.257611E-16 2.788104E-17 1
SPEC: 2963.125 2964.669 6.832107E-16 2.755298E-17 1
SPEC: 2964.669 2966.213 6.809286E-16 2.726360E-17 1
SPEC: 2966.213 2967.758 7.280737E-16 2.907727E-17 1
SPEC: 2967.758 2969.302 7.037692E-16 2.876877E-17 1
SPEC: 2969.302 2970.846 7.407468E-16 2.963106E-17 1
SPEC: 2970.846 2972.390 7.038289E-16 2.974534E-17 1
SPEC: 2972.390 2973.935 7.084458E-16 2.962012E-17 1
SPEC: 2973.935 2975.479 6.672969E-16 2.993009E-17 1
SPEC: 2975.479 2977.023 6.129218E-16 2.873203E-17 1
SPEC: 2977.023 2978.567 7.134715E-16 3.162006E-17 1
SPEC: 2978.567 2980.112 6.679612E-16 3.052286E-17 1
SPEC: 2980.112 2981.656 6.709993E-16 3.152312E-17 1
SPEC: 2981.656 2983.200 6.984218E-16 3.232908E-17 1
SPEC: 2983.200 2984.744 6.391483E-16 3.106189E-17 1
SPEC: 2984.744 2986.289 6.462435E-16 3.239617E-17 1
SPEC: 2986.289 2987.833 6.689017E-16 3.266420E-17 1
SPEC: 2987.833 2989.377 6.484687E-16 3.296632E-17 1
SPEC: 2989.377 2990.921 6.202933E-16 3.305000E-17 1
SPEC: 2990.921 2992.466 6.405719E-16 3.386330E-17 1
SPEC: 2992.466 2994.010 5.813455E-16 3.275699E-17 1
SPEC: 2994.010 2995.554 6.168265E-16 3.425144E-17 1
SPEC: 2995.554 2997.098 6.279868E-16 3.499042E-17 1
SPEC: 2997.098 2998.643 6.835145E-16 3.670345E-17 1
SPEC: 2998.643 3000.187 6.760546E-16 3.690106E-17 1
SPEC: 3000.187 3001.731 6.820399E-16 3.710182E-17 1
SPEC: 3001.731 3003.275 7.092483E-16 3.893034E-17 1
SPEC: 3003.275 3004.819 6.546754E-16 3.808643E-17 1
SPEC: 3004.819 3006.364 6.592978E-16 3.868966E-17 1
SPEC: 3006.364 3007.908 6.858687E-16 4.061406E-17 1
SPEC: 3007.908 3009.452 6.569998E-16 3.961579E-17 1
SPEC: 3009.452 3010.996 5.806873E-16 3.813117E-17 1
SPEC: 3010.996 3012.541 6.105029E-16 3.992127E-17 1
SPEC: 3012.541 3014.085 6.004303E-16 4.009436E-17 1
SPEC: 3014.085 3015.629 5.074223E-16 3.779858E-17 1
SPEC: 3015.629 3017.173 5.489998E-16 3.993442E-17 1
SPEC: 3017.173 3018.718 5.296774E-16 3.968944E-17 1
SPEC: 3018.718 3020.262 5.675371E-16 4.082643E-17 1
SPEC: 3020.262 3021.806 5.763734E-16 4.050091E-17 1
SPEC: 3021.806 3023.350 5.450774E-16 3.983412E-17 1
SPEC: 3023.350 3024.895 5.819407E-16 4.036709E-17 1
SPEC: 3024.895 3026.439 5.551598E-16 3.953431E-17 1
SPEC: 3026.439 3027.983 5.838930E-16 4.021996E-17 1
SPEC: 3027.983 3029.527 5.803347E-16 3.968862E-17 1
SPEC: 3029.527 3031.072 5.634244E-16 3.911013E-17 1
SPEC: 3031.072 3032.616 5.368460E-16 3.778367E-17 1
SPEC: 3032.616 3034.160 5.855567E-16 3.946498E-17 1
SPEC: 3034.160 3035.704 6.091103E-16 3.940165E-17 1
SPEC: 3035.704 3037.249 6.048216E-16 3.940159E-17 1
SPEC: 3037.249 3038.793 6.172893E-16 3.932876E-17 1
SPEC: 3038.793 3040.337 6.165515E-16 3.890264E-17 1
SPEC: 3040.337 3041.881 6.108809E-16 3.882109E-17 1
SPEC: 3041.881 3043.426 5.567226E-16 3.730944E-17 1
