SNID: 2015F
SURVEY: UVEXT
SNTYPE: 1
IAUC: 2015F
FILTERS: ugriBomn
RA:   114.065670 deg
DECL:   -69.506390 deg 
RA_HOST:   114.099330
DEC_HOST:   -69.530830
REDSHIFT_HELIO: 0.00489 +- 1.8e-05 
REDSHIFT_CMB: 0.005286 +- 1.8e-05 
VPEC: 80.5777 +- 250.0

MWEBV: 0.174900  MW E(B-V)
SEARCH_PEAKMJD: 57105.1
 
# ====================================== 
# TERSE LIGHT CURVE OUTPUT 
# 
NOBS:  294
NVAR:   7
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR 
SPEC: 8145.598 8147.142 2.615022E-15 3.793419E-17 1
SPEC: 8147.142 8148.687 2.583124E-15 5.804001E-17 1
SPEC: 8148.687 8150.231 2.557107E-15 6.540116E-17 1
SPEC: 8150.231 8151.775 2.550916E-15 9.933341E-17 1
SPEC: 8151.775 8153.319 2.638291E-15 8.585943E-17 1
SPEC: 8153.319 8154.864 2.640213E-15 5.493004E-17 1
SPEC: 8154.864 8156.408 2.646606E-15 7.809375E-17 1
SPEC: 8156.408 8157.952 2.646336E-15 4.443813E-17 1
SPEC: 8157.952 8159.496 2.646010E-15 1.026892E-16 1
SPEC: 8159.496 8161.041 2.601392E-15 3.603839E-17 1
SPEC: 8161.041 8162.585 2.579874E-15 5.529712E-17 1
SPEC: 8162.585 8164.129 2.474138E-15 8.238425E-17 1
SPEC: 8164.129 8165.673 2.467248E-15 7.989162E-17 1
SPEC: 8165.673 8167.218 2.507049E-15 5.240189E-17 1
SPEC: 8167.218 8168.762 2.518048E-15 3.463536E-17 1
SPEC: 8168.762 8170.306 2.539409E-15 1.021550E-16 1
SPEC: 8170.306 8171.850 2.501571E-15 4.165169E-17 1
SPEC: 8171.850 8173.394 2.472040E-15 6.981323E-17 1
SPEC: 8173.394 8174.939 2.461200E-15 6.216418E-17 1
SPEC: 8174.939 8176.483 2.458626E-15 9.496386E-17 1
SPEC: 8176.483 8178.027 2.539926E-15 1.071854E-16 1
SPEC: 8178.027 8179.571 2.527331E-15 6.747987E-17 1
SPEC: 8179.571 8181.116 2.484423E-15 6.645167E-17 1
SPEC: 8181.116 8182.660 2.410487E-15 4.073028E-17 1
SPEC: 8182.660 8184.204 2.319641E-15 1.019895E-16 1
SPEC: 8184.204 8185.748 2.375032E-15 3.432731E-17 1
SPEC: 8185.748 8187.293 2.402259E-15 5.172584E-17 1
SPEC: 8187.293 8188.837 2.483677E-15 8.392153E-17 1
SPEC: 8188.837 8190.381 2.479356E-15 8.293626E-17 1
SPEC: 8190.381 8191.925 2.369275E-15 5.876979E-17 1
SPEC: 8191.925 8193.470 2.351261E-15 3.731360E-17 1
SPEC: 8193.470 8195.014 2.315617E-15 1.009722E-16 1
SPEC: 8195.014 8196.558 2.225286E-15 4.611796E-17 1
SPEC: 8196.558 8198.102 2.153581E-15 8.477017E-17 1
SPEC: 8198.102 8199.647 2.139231E-15 4.937275E-17 1
SPEC: 8199.647 8201.191 2.135139E-15 7.435994E-17 1
SPEC: 8201.191 8202.735 2.107821E-15 9.788013E-17 1
SPEC: 8202.735 8204.279 2.091768E-15 6.172106E-17 1
SPEC: 8204.279 8205.824 2.035754E-15 5.219346E-17 1
SPEC: 8205.824 8207.368 1.980758E-15 3.522172E-17 1
SPEC: 8207.368 8208.912 1.912030E-15 9.674901E-17 1
SPEC: 8208.912 8210.456 1.939570E-15 3.299962E-17 1
SPEC: 8210.456 8212.001 1.953365E-15 5.006389E-17 1
SPEC: 8212.001 8213.545 1.978731E-15 7.709135E-17 1
SPEC: 8213.545 8215.089 1.952861E-15 7.762756E-17 1
SPEC: 8215.089 8216.633 1.717134E-15 6.507990E-17 1
SPEC: 8216.633 8218.177 1.697617E-15 3.856292E-17 1
SPEC: 8218.177 8219.722 1.658267E-15 8.626870E-17 1
SPEC: 8219.722 8221.266 1.677893E-15 4.596347E-17 1
SPEC: 8221.266 8222.810 1.693739E-15 9.390952E-17 1
SPEC: 8222.810 8224.354 1.654406E-15 3.929078E-17 1
SPEC: 8224.354 8225.899 1.642990E-15 5.749724E-17 1
SPEC: 8225.899 8227.443 1.499886E-15 9.083211E-17 1
SPEC: 8227.443 8228.987 1.528680E-15 5.805324E-17 1
SPEC: 8228.987 8230.531 1.633266E-15 4.672099E-17 1
SPEC: 8230.531 8232.076 1.695975E-15 3.315965E-17 1
SPEC: 8232.076 8233.620 1.775683E-15 9.554598E-17 1
SPEC: 8233.620 8235.164 1.610152E-15 3.456639E-17 1
SPEC: 8235.164 8236.708 1.525666E-15 5.396604E-17 1
SPEC: 8236.708 8238.253 1.434436E-15 7.215737E-17 1
SPEC: 8238.253 8239.797 1.395771E-15 7.399413E-17 1
SPEC: 8239.797 8241.341 1.169833E-15 7.591262E-17 1
SPEC: 8241.341 8242.885 1.161933E-15 4.124023E-17 1
SPEC: 8242.885 8244.430 1.145700E-15 6.432602E-17 1
SPEC: 8244.430 8245.974 1.129338E-15 3.937804E-17 1
SPEC: 8245.974 8247.518 1.115903E-15 8.722583E-17 1
SPEC: 8247.518 8249.062 1.118264E-15 3.209450E-17 1
SPEC: 8249.062 8250.607 1.118966E-15 4.630315E-17 1
SPEC: 8250.607 8252.151 1.123973E-15 8.653091E-17 1
SPEC: 8252.151 8253.695 1.099543E-15 5.624913E-17 1
SPEC: 8253.695 8255.239 1.009881E-15 4.454805E-17 1
SPEC: 8255.239 8256.783 9.768552E-16 3.025856E-17 1
SPEC: 8256.783 8258.328 9.341575E-16 8.461376E-17 1
SPEC: 8258.328 8259.872 9.489726E-16 3.607957E-17 1
SPEC: 8259.872 8261.416 9.566764E-16 6.047863E-17 1
SPEC: 8261.416 8262.960 9.622284E-16 6.074244E-17 1
SPEC: 8262.960 8264.505 9.660498E-16 6.335417E-17 1
SPEC: 8264.505 8266.049 9.931809E-16 8.580759E-17 1
SPEC: 8266.049 8267.593 9.905875E-16 4.472610E-17 1
SPEC: 8267.593 8269.137 9.851561E-16 5.187322E-17 1
SPEC: 8269.137 8270.682 9.734095E-16 3.618947E-17 1
SPEC: 8270.682 8272.226 9.635998E-16 8.569603E-17 1
SPEC: 8272.226 8273.770 8.698379E-16 3.046407E-17 1
SPEC: 8273.770 8275.314 8.413043E-16 4.389067E-17 1
SPEC: 8275.314 8276.859 7.178235E-16 8.787557E-17 1
SPEC: 8276.859 8278.403 7.515274E-16 5.838585E-17 1
SPEC: 8278.403 8279.947 8.835935E-16 5.169979E-17 1
SPEC: 8279.947 8281.491 9.119487E-16 3.280298E-17 1
SPEC: 8281.491 8283.036 9.492374E-16 8.639887E-17 1
SPEC: 8283.036 8284.580 9.410955E-16 4.294752E-17 1
SPEC: 8284.580 8286.124 9.367825E-16 7.625542E-17 1
SPEC: 8286.124 8287.668 9.034227E-16 4.871737E-17 1
SPEC: 8287.668 8289.213 8.803033E-16 5.133406E-17 1
SPEC: 8289.213 8290.757 7.096958E-16 8.336909E-17 1
SPEC: 8290.757 8292.301 7.256648E-16 4.312809E-17 1
SPEC: 8292.301 8293.845 7.597577E-16 4.386198E-17 1
SPEC: 8293.845 8295.390 8.023844E-16 3.382403E-17 1
SPEC: 8295.390 8296.934 8.385878E-16 8.403759E-17 1
SPEC: 8296.934 8298.478 8.264620E-16 3.030683E-17 1
SPEC: 8298.478 8300.022 8.226851E-16 4.397372E-17 1
SPEC: 8300.022 8301.566 8.127560E-16 8.103986E-17 1
SPEC: 8301.566 8303.111 8.561006E-16 5.542392E-17 1
SPEC: 8303.111 8304.655 1.023764E-15 6.349833E-17 1
SPEC: 8304.655 8306.199 1.039232E-15 3.507141E-17 1
SPEC: 8306.199 8307.743 1.059924E-15 7.803318E-17 1
SPEC: 8307.743 8309.288 1.003095E-15 4.630222E-17 1
SPEC: 8309.288 8310.832 9.724316E-16 8.703120E-17 1
SPEC: 8310.832 8312.376 9.748641E-16 4.071582E-17 1
SPEC: 8312.376 8313.920 9.758839E-16 4.330571E-17 1
SPEC: 8313.920 8315.465 9.823212E-16 8.665928E-17 1
SPEC: 8315.465 8317.009 1.005921E-15 4.539758E-17 1
SPEC: 8317.009 8318.553 1.057290E-15 4.754062E-17 1
SPEC: 8318.553 8320.097 1.096590E-15 3.989134E-17 1
SPEC: 8320.097 8321.642 1.130535E-15 1.030954E-16 1
SPEC: 8321.642 8323.186 1.121919E-15 4.202768E-17 1
SPEC: 8323.186 8324.730 1.119172E-15 6.261402E-17 1
SPEC: 8324.730 8326.274 1.115039E-15 9.945387E-17 1
SPEC: 8326.274 8327.819 1.169930E-15 6.942373E-17 1
SPEC: 8327.819 8329.363 1.387334E-15 8.538203E-17 1
SPEC: 8329.363 8330.907 1.371836E-15 4.034636E-17 1
SPEC: 8330.907 8332.451 1.350745E-15 6.675769E-17 1
SPEC: 8332.451 8333.996 1.199899E-15 5.043878E-17 1
SPEC: 8333.996 8335.540 1.117000E-15 1.009483E-16 1
SPEC: 8335.540 8337.084 1.183102E-15 4.027488E-17 1
SPEC: 8337.084 8338.628 1.203396E-15 4.323392E-17 1
SPEC: 8338.628 8340.173 1.307606E-15 9.282243E-17 1
SPEC: 8340.173 8341.717 1.267473E-15 4.887925E-17 1
SPEC: 8341.717 8343.261 1.178404E-15 4.939271E-17 1
SPEC: 8343.261 8344.805 1.136872E-15 3.721762E-17 1
SPEC: 8344.805 8346.349 1.100391E-15 9.320608E-17 1
SPEC: 8346.349 8347.894 1.289857E-15 4.543395E-17 1
SPEC: 8347.894 8349.438 1.351628E-15 6.998147E-17 1
SPEC: 8349.438 8350.982 1.351635E-15 6.976407E-17 1
SPEC: 8350.982 8352.526 1.351214E-15 6.922360E-17 1
SPEC: 8352.526 8354.071 1.350418E-15 6.963790E-17 1
SPEC: 8354.071 8355.615 1.346011E-15 7.193267E-17 1
SPEC: 8355.615 8357.159 1.341604E-15 7.422744E-17 1
SPEC: 8357.159 8358.703 1.337197E-15 7.652222E-17 1
SPEC: 8358.703 8360.248 1.332790E-15 7.881699E-17 1
SPEC: 8360.248 8361.792 1.328383E-15 8.111176E-17 1
SPEC: 8361.792 8363.336 1.323976E-15 8.340654E-17 1
SPEC: 8363.336 8364.880 1.319569E-15 8.570131E-17 1
SPEC: 8364.880 8366.425 1.315162E-15 8.799609E-17 1
SPEC: 8366.425 8367.969 1.310755E-15 9.029086E-17 1
SPEC: 8367.969 8369.513 1.306348E-15 9.258563E-17 1
SPEC: 8369.513 8371.057 1.305552E-15 9.299993E-17 1
SPEC: 8371.057 8372.602 1.354031E-15 5.527532E-17 1
SPEC: 8372.602 8374.146 1.370195E-15 8.794166E-17 1
SPEC: 8374.146 8375.690 1.338207E-15 6.175775E-17 1
SPEC: 8375.690 8377.234 1.307975E-15 4.595334E-17 1
SPEC: 8377.234 8378.779 1.185822E-15 9.230506E-17 1
SPEC: 8378.779 8380.323 1.217200E-15 3.981057E-17 1
SPEC: 8380.323 8381.867 1.261392E-15 4.782445E-17 1
SPEC: 8381.867 8383.411 1.329959E-15 4.436891E-17 1
SPEC: 8383.411 8384.956 1.369035E-15 9.381927E-17 1
SPEC: 8384.956 8386.500 1.332893E-15 3.896677E-17 1
SPEC: 8386.500 8388.044 1.325010E-15 4.313703E-17 1
SPEC: 8388.044 8389.588 1.302875E-15 9.360908E-17 1
SPEC: 8389.588 8391.132 1.329241E-15 5.263949E-17 1
SPEC: 8391.132 8392.677 1.390107E-15 7.734095E-17 1
SPEC: 8392.677 8394.221 1.399771E-15 4.126002E-17 1
SPEC: 8394.221 8395.765 1.408550E-15 8.644705E-17 1
SPEC: 8395.765 8397.309 1.443095E-15 5.913316E-17 1
SPEC: 8397.309 8398.854 1.454872E-15 9.627635E-17 1
SPEC: 8398.854 8400.398 1.526824E-15 5.490961E-17 1
SPEC: 8400.398 8401.942 1.560977E-15 4.316792E-17 1
SPEC: 8401.942 8403.486 1.696917E-15 1.307782E-16 1
SPEC: 8403.486 8405.031 1.673684E-15 5.489870E-17 1
SPEC: 8405.031 8406.575 1.640394E-15 5.643497E-17 1
SPEC: 8406.575 8408.119 1.608798E-15 4.690305E-17 1
SPEC: 8408.119 8409.663 1.590464E-15 9.812810E-17 1
SPEC: 8409.663 8411.208 1.484999E-15 4.617280E-17 1
SPEC: 8411.208 8412.752 1.463988E-15 5.207789E-17 1
SPEC: 8412.752 8414.296 1.426937E-15 9.565100E-17 1
SPEC: 8414.296 8415.840 1.459662E-15 5.536024E-17 1
SPEC: 8415.840 8417.385 1.536728E-15 9.265751E-17 1
SPEC: 8417.385 8418.929 1.535168E-15 3.906536E-17 1
SPEC: 8418.929 8420.473 1.533727E-15 6.550818E-17 1
SPEC: 8420.473 8422.017 1.517873E-15 5.735339E-17 1
SPEC: 8422.017 8423.562 1.512348E-15 9.633487E-17 1
SPEC: 8423.562 8425.106 1.574435E-15 4.656280E-17 1
SPEC: 8425.106 8426.650 1.592872E-15 3.668021E-17 1
SPEC: 8426.650 8428.194 1.663641E-15 1.008091E-16 1
SPEC: 8428.194 8429.739 1.654850E-15 4.444695E-17 1
SPEC: 8429.739 8431.283 1.642033E-15 5.425031E-17 1
SPEC: 8431.283 8432.827 1.634713E-15 4.668385E-17 1
SPEC: 8432.827 8434.371 1.630387E-15 9.920509E-17 1
SPEC: 8434.371 8435.915 1.734293E-15 5.872724E-17 1
SPEC: 8435.915 8437.460 1.754133E-15 6.770597E-17 1
SPEC: 8437.460 8439.004 1.774169E-15 8.270802E-17 1
SPEC: 8439.004 8440.548 1.784820E-15 5.015612E-17 1
SPEC: 8440.548 8442.092 1.810411E-15 1.032548E-16 1
SPEC: 8442.092 8443.637 1.842782E-15 3.976585E-17 1
SPEC: 8443.637 8445.181 1.873190E-15 5.845331E-17 1
SPEC: 8445.181 8446.725 1.971015E-15 6.136254E-17 1
SPEC: 8446.725 8448.269 2.005852E-15 1.054362E-16 1
SPEC: 8448.269 8449.814 1.886547E-15 4.772571E-17 1
SPEC: 8449.814 8451.358 1.862683E-15 3.796610E-17 1
SPEC: 8451.358 8452.902 1.777644E-15 1.005203E-16 1
SPEC: 8452.902 8454.446 1.860113E-15 4.671267E-17 1
SPEC: 8454.446 8455.991 1.982450E-15 6.689614E-17 1
SPEC: 8455.991 8457.535 2.020886E-15 5.001401E-17 1
SPEC: 8457.535 8459.079 2.044004E-15 1.040701E-16 1
SPEC: 8459.079 8460.623 1.984964E-15 7.531041E-17 1
SPEC: 8460.623 8462.168 1.977234E-15 8.869933E-17 1
SPEC: 8462.168 8463.712 2.018406E-15 6.833718E-17 1
SPEC: 8463.712 8465.256 2.065211E-15 4.341212E-17 1
SPEC: 8465.256 8466.800 2.179968E-15 1.064536E-16 1
SPEC: 8466.800 8468.345 2.157625E-15 3.943970E-17 1
SPEC: 8468.345 8469.889 2.136284E-15 5.364152E-17 1
SPEC: 8469.889 8471.433 2.095607E-15 6.011124E-17 1
SPEC: 8471.433 8472.977 2.080806E-15 1.047115E-16 1
SPEC: 8472.977 8474.521 2.199392E-15 5.428124E-17 1
SPEC: 8474.521 8476.066 2.216066E-15 4.354410E-17 1
SPEC: 8476.066 8477.610 2.267696E-15 1.075865E-16 1
SPEC: 8477.610 8479.154 2.177929E-15 5.267778E-17 1
SPEC: 8479.154 8480.698 2.042426E-15 8.659809E-17 1
SPEC: 8480.698 8482.243 2.044672E-15 4.576025E-17 1
SPEC: 8482.243 8483.787 2.046048E-15 8.648634E-17 1
SPEC: 8483.787 8485.331 2.258615E-15 7.821640E-17 1
SPEC: 8485.331 8486.875 2.298762E-15 9.427770E-17 1
SPEC: 8486.875 8488.420 2.302570E-15 5.965553E-17 1
SPEC: 8488.420 8489.964 2.304863E-15 3.938713E-17 1
SPEC: 8489.964 8491.508 2.310600E-15 1.095904E-16 1
SPEC: 8491.508 8493.052 2.325302E-15 4.080414E-17 1
SPEC: 8493.052 8494.597 2.339582E-15 5.517454E-17 1
SPEC: 8494.597 8496.141 2.356171E-15 6.159481E-17 1
SPEC: 8496.141 8497.685 2.362336E-15 1.082692E-16 1
SPEC: 8497.685 8499.229 2.408696E-15 6.555344E-17 1
SPEC: 8499.229 8500.774 2.413991E-15 5.265117E-17 1
SPEC: 8500.774 8502.318 2.427877E-15 1.074919E-16 1
SPEC: 8502.318 8503.862 2.589371E-15 5.719929E-17 1
SPEC: 8503.862 8505.406 2.837446E-15 1.142557E-16 1
SPEC: 8505.406 8506.951 2.796088E-15 4.467761E-17 1
SPEC: 8506.951 8508.495 2.770313E-15 7.334121E-17 1
SPEC: 8508.495 8510.039 2.584259E-15 7.974566E-17 1
SPEC: 8510.039 8511.583 2.560060E-15 9.824600E-17 1
SPEC: 8511.583 8513.128 2.746592E-15 5.698743E-17 1
SPEC: 8513.128 8514.672 2.813126E-15 3.863766E-17 1
SPEC: 8514.672 8516.216 2.983085E-15 1.162965E-16 1
SPEC: 8516.216 8517.760 3.006270E-15 4.540531E-17 1
SPEC: 8517.760 8519.304 3.029170E-15 6.594035E-17 1
SPEC: 8519.304 8520.849 3.044878E-15 6.637016E-17 1
SPEC: 8520.849 8522.393 3.050841E-15 1.168203E-16 1
SPEC: 8522.393 8523.937 3.196401E-15 8.909305E-17 1
SPEC: 8523.937 8525.481 3.212784E-15 7.114706E-17 1
SPEC: 8525.481 8527.026 3.253153E-15 9.306889E-17 1
SPEC: 8527.026 8528.570 3.338670E-15 5.305174E-17 1
SPEC: 8528.570 8530.114 3.472360E-15 1.211249E-16 1
SPEC: 8530.114 8531.658 3.476481E-15 4.290843E-17 1
SPEC: 8531.658 8533.203 3.479094E-15 6.587252E-17 1
SPEC: 8533.203 8534.747 3.489414E-15 8.614589E-17 1
SPEC: 8534.747 8536.291 3.507422E-15 1.084637E-16 1
SPEC: 8536.291 8537.835 3.779397E-15 6.412676E-17 1
SPEC: 8537.835 8539.380 3.838043E-15 4.329932E-17 1
SPEC: 8539.380 8540.924 3.991002E-15 1.274839E-16 1
SPEC: 8540.924 8542.468 3.952516E-15 5.348595E-17 1
SPEC: 8542.468 8544.012 3.913861E-15 8.627881E-17 1
SPEC: 8544.012 8545.557 3.899763E-15 6.939284E-17 1
SPEC: 8545.557 8547.101 3.894298E-15 1.206504E-16 1
SPEC: 8547.101 8548.645 3.881743E-15 1.127495E-16 1
SPEC: 8548.645 8550.189 3.878149E-15 9.050487E-17 1
SPEC: 8550.189 8551.734 3.863757E-15 7.918618E-17 1
SPEC: 8551.734 8553.278 3.843683E-15 4.860660E-17 1
SPEC: 8553.278 8554.822 3.811741E-15 1.258673E-16 1
SPEC: 8554.822 8556.366 3.802701E-15 4.267869E-17 1
SPEC: 8556.366 8557.911 3.796865E-15 6.311325E-17 1
SPEC: 8557.911 8559.455 3.783108E-15 8.841222E-17 1
SPEC: 8559.455 8560.999 3.790434E-15 1.134751E-16 1
SPEC: 8560.999 8562.543 3.978578E-15 7.382818E-17 1
SPEC: 8562.543 8564.087 4.002111E-15 4.857563E-17 1
SPEC: 8564.087 8565.632 4.064790E-15 1.281922E-16 1
SPEC: 8565.632 8567.176 3.955865E-15 5.912803E-17 1
SPEC: 8567.176 8568.720 3.844617E-15 1.078646E-16 1
SPEC: 8568.720 8570.264 3.810594E-15 5.732588E-17 1
SPEC: 8570.264 8571.809 3.797131E-15 9.478109E-17 1
SPEC: 8571.809 8573.353 3.639100E-15 1.089487E-16 1
SPEC: 8573.353 8574.897 3.648706E-15 8.874155E-17 1
SPEC: 8574.897 8576.441 3.753755E-15 6.650007E-17 1
SPEC: 8576.441 8577.986 3.835218E-15 4.405896E-17 1
SPEC: 8577.986 8579.530 3.967148E-15 1.279078E-16 1
SPEC: 8579.530 8581.074 4.040833E-15 4.465240E-17 1
SPEC: 8581.074 8582.618 4.089243E-15 6.738913E-17 1
SPEC: 8582.618 8584.163 4.158198E-15 9.146900E-17 1
SPEC: 8584.163 8585.707 4.178312E-15 1.194462E-16 1
SPEC: 8585.707 8587.251 4.290060E-15 1.001750E-16 1
SPEC: 8587.251 8588.795 4.300184E-15 6.307437E-17 1
SPEC: 8588.795 8590.340 4.327725E-15 1.316773E-16 1
SPEC: 8590.340 8591.884 4.456598E-15 6.961512E-17 1
SPEC: 8591.884 8593.428 4.590442E-15 1.472734E-16 1
SPEC: 8593.428 8594.972 4.550151E-15 5.722385E-17 1
SPEC: 8594.972 8596.517 4.533877E-15 8.875933E-17 1
SPEC: 8596.517 8598.061 4.388374E-15 1.171725E-16 1
SPEC: 8598.061 8599.605 4.394601E-15 9.707800E-17 1
SPEC: 8599.605 8601.149 4.484001E-15 6.932142E-17 1
SPEC: 8601.149 8602.694 4.525510E-15 4.734183E-17 1
SPEC: 8602.694 8604.238 4.593938E-15 1.436976E-16 1
SPEC: 8604.238 8605.782 4.722887E-15 5.238747E-17 1
SPEC: 8605.782 8607.326 4.809093E-15 8.162308E-17 1
SPEC: 8607.326 8608.870 4.879539E-15 9.487344E-17 1
SPEC: 8608.870 8610.415 4.891989E-15 1.255955E-16 1
SPEC: 8610.415 8611.959 4.827217E-15 1.205612E-16 1
SPEC: 8611.959 8613.503 4.825533E-15 7.212269E-17 1
SPEC: 8613.503 8615.047 4.820852E-15 9.886049E-17 1
SPEC: 8615.047 8616.592 4.815915E-15 5.817784E-17 1
SPEC: 8616.592 8618.136 4.810700E-15 1.356859E-16 1
SPEC: 8618.136 8619.680 4.875486E-15 4.749965E-17 1
SPEC: 8619.680 8621.224 4.902191E-15 7.167478E-17 1
SPEC: 8621.224 8622.769 5.036483E-15 1.200707E-16 1
SPEC: 8622.769 8624.313 5.051165E-15 1.013286E-16 1
SPEC: 8624.313 8625.857 5.076645E-15 7.292212E-17 1
SPEC: 8625.857 8627.401 5.083750E-15 4.801424E-17 1
SPEC: 8627.401 8628.946 5.095674E-15 1.390197E-16 1
SPEC: 8628.946 8630.490 5.311963E-15 5.979536E-17 1
SPEC: 8630.490 8632.034 5.459098E-15 1.044869E-16 1
SPEC: 8632.034 8633.578 5.504086E-15 8.861930E-17 1
SPEC: 8633.578 8635.123 5.504643E-15 1.180894E-16 1
SPEC: 8635.123 8636.667 5.267735E-15 1.420210E-16 1
SPEC: 8636.667 8638.211 5.258106E-15 8.337589E-17 1
SPEC: 8638.211 8639.755 5.230759E-15 8.394077E-17 1
SPEC: 8639.755 8641.300 5.186078E-15 5.503368E-17 1
SPEC: 8641.300 8642.844 5.138094E-15 1.398997E-16 1
SPEC: 8642.844 8644.388 5.015737E-15 4.650101E-17 1
SPEC: 8644.388 8645.932 4.964274E-15 6.909496E-17 1
SPEC: 8645.932 8647.477 4.809439E-15 1.173554E-16 1
SPEC: 8647.477 8649.021 4.799508E-15 1.010295E-16 1
SPEC: 8649.021 8650.565 4.813963E-15 8.318274E-17 1
SPEC: 8650.565 8652.109 4.816231E-15 5.170085E-17 1
SPEC: 8652.109 8653.653 4.820107E-15 1.364677E-16 1
SPEC: 8653.653 8655.198 4.992605E-15 6.891723E-17 1
SPEC: 8655.198 8656.742 5.112002E-15 1.319583E-16 1
SPEC: 8656.742 8658.286 5.079819E-15 7.089266E-17 1
SPEC: 8658.286 8659.830 5.064351E-15 9.368742E-17 1
SPEC: 8659.830 8661.375 4.838855E-15 1.367441E-16 1
SPEC: 8661.375 8662.919 4.894118E-15 8.035358E-17 1
SPEC: 8662.919 8664.463 5.054533E-15 7.170900E-17 1
SPEC: 8664.463 8666.007 5.204552E-15 5.214186E-17 1
SPEC: 8666.007 8667.552 5.368387E-15 1.426924E-16 1
SPEC: 8667.552 8669.096 5.417028E-15 5.076256E-17 1
SPEC: 8669.096 8670.640 5.437899E-15 7.739997E-17 1
SPEC: 8670.640 8672.184 5.475237E-15 1.239859E-16 1
SPEC: 8672.184 8673.729 5.454652E-15 1.089477E-16 1
SPEC: 8673.729 8675.273 5.312531E-15 1.066967E-16 1
SPEC: 8675.273 8676.817 5.313501E-15 5.907245E-17 1
SPEC: 8676.817 8678.361 5.315190E-15 1.204771E-16 1
SPEC: 8678.361 8679.906 5.519075E-15 7.106441E-17 1
SPEC: 8679.906 8681.450 5.662656E-15 1.466498E-16 1
SPEC: 8681.450 8682.994 5.717218E-15 6.072668E-17 1
SPEC: 8682.994 8684.538 5.734792E-15 7.975416E-17 1
SPEC: 8684.538 8686.083 5.883747E-15 1.489868E-16 1
SPEC: 8686.083 8687.627 5.893807E-15 8.808698E-17 1
SPEC: 8687.627 8689.171 5.923661E-15 7.459877E-17 1
SPEC: 8689.171 8690.715 5.940449E-15 5.397466E-17 1
SPEC: 8690.715 8692.259 5.959093E-15 1.484227E-16 1
SPEC: 8692.259 8693.804 6.047585E-15 5.938075E-17 1
SPEC: 8693.804 8695.348 6.086316E-15 9.430320E-17 1
SPEC: 8695.348 8696.892 6.124334E-15 1.268675E-16 1
SPEC: 8696.892 8698.436 6.088275E-15 1.139055E-16 1
SPEC: 8698.436 8699.981 5.843850E-15 1.409582E-16 1
SPEC: 8699.981 8701.525 5.825823E-15 7.051960E-17 1
SPEC: 8701.525 8703.069 5.793892E-15 9.933618E-17 1
SPEC: 8703.069 8704.613 5.693909E-15 6.670009E-17 1
SPEC: 8704.613 8706.158 5.622275E-15 1.455237E-16 1
SPEC: 8706.158 8707.702 5.544297E-15 5.335816E-17 1
SPEC: 8707.702 8709.246 5.521947E-15 7.015396E-17 1
SPEC: 8709.246 8710.790 5.395754E-15 1.432904E-16 1
SPEC: 8710.790 8712.335 5.411051E-15 8.594153E-17 1
SPEC: 8712.335 8713.879 5.457467E-15 7.944988E-17 1
SPEC: 8713.879 8715.423 5.472897E-15 5.453862E-17 1
SPEC: 8715.423 8716.967 5.490324E-15 1.459534E-16 1
SPEC: 8716.967 8718.512 5.770184E-15 7.004855E-17 1
SPEC: 8718.512 8720.056 5.895108E-15 1.174608E-16 1
SPEC: 8720.056 8721.600 5.914106E-15 1.029107E-16 1
SPEC: 8721.600 8723.144 5.873216E-15 9.422098E-17 1
SPEC: 8723.144 8724.689 5.599393E-15 1.454934E-16 1
SPEC: 8724.689 8726.233 5.620884E-15 7.062999E-17 1
SPEC: 8726.233 8727.777 5.659650E-15 8.184544E-17 1
SPEC: 8727.777 8729.321 5.731565E-15 6.426949E-17 1
SPEC: 8729.321 8730.866 5.783982E-15 1.486213E-16 1
SPEC: 8730.866 8732.410 5.793137E-15 5.389599E-17 1
SPEC: 8732.410 8733.954 5.795628E-15 7.173041E-17 1
SPEC: 8733.954 8735.498 5.804744E-15 1.480326E-16 1
SPEC: 8735.498 8737.042 5.877482E-15 9.073968E-17 1
SPEC: 8737.042 8738.587 6.103240E-15 1.020948E-16 1
SPEC: 8738.587 8740.131 6.143441E-15 6.321512E-17 1
SPEC: 8740.131 8741.675 6.189612E-15 1.571362E-16 1
SPEC: 8741.675 8743.219 6.329144E-15 9.078956E-17 1
SPEC: 8743.219 8744.764 6.392658E-15 1.596954E-16 1
SPEC: 8744.764 8746.308 6.369604E-15 8.714801E-17 1
SPEC: 8746.308 8747.852 6.355886E-15 8.119315E-17 1
SPEC: 8747.852 8749.396 6.280010E-15 1.577926E-16 1
SPEC: 8749.396 8750.941 6.286943E-15 7.597123E-17 1
SPEC: 8750.941 8752.485 6.299678E-15 7.895820E-17 1
SPEC: 8752.485 8754.029 6.313490E-15 6.515225E-17 1
SPEC: 8754.029 8755.573 6.323731E-15 1.541794E-16 1
SPEC: 8755.573 8757.118 6.081516E-15 5.969776E-17 1
SPEC: 8757.118 8758.662 6.016831E-15 8.118244E-17 1
SPEC: 8758.662 8760.206 5.872654E-15 1.489120E-16 1
SPEC: 8760.206 8761.750 5.743260E-15 9.284560E-17 1
SPEC: 8761.750 8763.295 5.332383E-15 1.171632E-16 1
SPEC: 8763.295 8764.839 5.319228E-15 5.782184E-17 1
SPEC: 8764.839 8766.383 5.303862E-15 1.119389E-16 1
